,,Appearance,Behaviour,Where and when,Description
97627,24,"Vleugels tot 1,7 cm. Over de vier groene vleugels loopt een golvende lijn. Op de achtervleugel steekt een puntje uit.",Drukt zijn vleugels tegen het blad waar hij op rust.,"In natuurgebieden, parken en tuinen. Van half mei tot begin augustus.","<p><span class=""label"">En strekken maar </span>De kleine zomervlinder is een zogenaamde ‘spanner’. Dat is de naam van vlinders die hun vleugels helemaal strekken en plat neerleggen. De vleugels strekken heeft allerlei voordelen. Je zit stevig op de stam en waait niet bij het minste zuchtje wind weg. De vleugels vangen zonnestralen op die je lichaam warm houden. En natuurlijk val je als je zo plat ligt en er niks uitsteekt minder op voor rovers.</p>"
97628,24,"Vleugels tot 2,1 cm. Citroengeel met rood-bruine vlekjes aan de bovenrand. De roodbruine vlek op het midden heeft een witte vulling.",Vliegt vlak voor de schemering en ’s nachts.,"In natuurgebieden, parken en tuinen. Van half april tot eind september.","<p><span class=""label"">Lang te zien </span>Van bijna geen andere vlinder kun je zo lang genieten. Hagedoornvlinders vliegen van vroeg in de lente tot in de late herfst rond. Niet dat ze zo’n lang leven hebben, maar er zijn verschillende generaties die elkaar opvolgen. De rupsen van de hagedoornvlinder eten de bladeren van allerlei soorten bomen en struiken. Ook bladeren van de meidoorn staan op het menu. Daar komt de naam van de vlinder vandaan. Hagedoorn is een oude naam voor meidoorn.</p>"
97629,24,"Vleugels tot 1,9 cm groot. Driehoekige bruingrijze vlinder met een gekke lange snuit.",Ruikt met zijn snuit.,"In natuurgebieden, parken en tuinen. Van begin mei tot half oktober.","<p><span class=""label"">Rietje </span>Er zijn verschillende vlinders met snuiten, maar de snuit van de bruine snuituil is het langst. Hij staat ook bijna rechtop. Het is geen echte snuit met neusgaten. Het zijn twee voelsprieten die zo dicht tegen elkaar aan liggen dat ze op een rietje lijken. De snuit wordt gevormd door de voelsprieten waarmee de geuren van bloeiende bloemen opgevangen kunnen worden. Heeft de bruine snuituil zo’n bloem geroken, dan vliegt hij er meteen naartoe om nectar te drinken.</p>"
97630,24,"Vleugels tot 2,4 cm. Dikke borst en een dunner achterlichaam. De ondervleugels zijn mooi oranje, het achterlijf opvallend zwart met witte puntjes.",Drinkt zwevend uit een bloem.,Overal waar bloemen staan. Vooral in augustus en september.,"<p><span class=""label"">Helikopter </span>Door zijn vleugels razendsnel op een neer te slaan, hangt de kolibrievlinder stil  in de lucht. Hij rolt zijn lange tong uit en heel precies mikt hij die in een bloem, om  de nectar onderin op te zuigen. Is hij uitgedronken dan vliegt de kolibrievlinder achteruit, als een kleine helikopter. Gewone vlinders doen hem dit niet na, die moeten op de bloem landen. Kolibrievlinders lijken veel op echte kolibries: de kleine vogels uit Zuid-Amerika. Het is toch prachtig dat de evolutie een vlinder en een vogel precies op elkaar laat lijken?</p>"
97631,24,"Vleugels 3,3  cm. Puntige vleugels olijfgroen en roze, als een ondergaande zon. Op de vleugels enkele rechte lijnen, binnenrand opvallend wit. Voelsprieten wit. Vleugels en lijf puntig.",Hangt overdag vaak aan een plant te rusten.,In natuurgebieden en tuinen. Van half mei tot begin september.,"<p><span class=""label"">Hulp bij plantenseks </span> Het groot avondrood lijkt wel een jachtvliegtuig met zijn puntige vleugels. Overdag hangt hij aan planten. Geduldig wacht de vlinder tot het donker wordt. Zodra het schemert, zoekt hij naar bloemen die ’s nachts sterk geuren. Kamperfoelie is favoriet, want de bloemen van die klimplant leveren juist ’s nachts nectar. Terwijl de vlinder drinkt, blijft er stuifmeel van de meeldraden aan zijn lichaam plakken. Als hij een nieuwe bloem bezoekt, geeft hij het stuifmeel af aan de stamper. Zo helpt het groot avondrood bij de bestuiving van de plant.</p>"
97632,24,"Vleugels 2,6 cm. Bruingekleurde voorvleugels, geeloranje achtervleugels met een zwarte band langs de achterrand.",Toont zijn geeloranje achtervleugels als hij zich bedreigd voelt.,"Overal, ook binnenshuis. Van eind mei tot begin oktober.","<p><span class=""label"">Zomerslaper </span> De huismoeder vliegt ’s nachts rond. Brandt er ergens licht, dan gaat hij erop af. Overdag kun je hem zien rusten op raamkozijnen waar de avond ervoor licht naar buiten scheen. Huismoeders komen ook naar binnen vliegen of verstoppen zich in de was die buiten hangt. Als hij wordt aangevallen, laat de huismoeder plotseling zijn achtervleugels zien. De felle kleur schrikt belagers af. Droogte vinden deze vlinders niet fijn. In perioden met weinig regen en hoge temperaturen gaan ze enkele weken in zomerslaap.</p>"
97633,24,"Vleugels tot 1,7 cm groot. Mannetje effen (oranje)bruin met enkele donkere lijnen en twee opvallende witte vlekken die samen een ‘gezicht’ vormen.",Vliegt zigzaggend rond.,"In natuurgebieden, parken en tuinen. Van half mei tot tot eind oktober.","<p><span class=""label"">Vlinderdeodorant </span> De witvlakvlinder is een nachtvlinder. In het donker zien witvlakvlinders weinig. Vrouwtjes die willen paren, hebben een slimme truc om mannetjes te ontmoeten. Ze verspreiden lokstoffen in de lucht. Het mannetje heeft fijnvertakte voelsprieten waarmee hij die lokstoffen opvangt. Vrouwtjes zijn zuinig met hun parfum. De lucht zit er dus niet vol mee en het mannetje moet er echt naar op zoek. Daarom vliegt hij zigzaggend rond. Zo is de kans groter dat zijn geurantennes tegen lokstoffen opbotsen, dan wanneer hij in een rechte lijn vliegt.</p>"
97634,24,"Vleugels tot 2,5 cm. Driehoekige vlinder met olijfgroene en roze tot bruine kleuren.","Zwerft rond, trekt soms naar andere landen.","In natuurgebieden, parken en tuinen. Van mei tot oktober, soms ook in de winter.","<p><span class=""label"">Vliegende edelsteen </span>De agaatvlinder heeft prachtige kleuren. Ze lijken veel op agaat, een veelkleurige edelsteen. Een pas ontpopte vlinder heeft fijne olijfgroene tot roze-bruine lijnen. Wordt de vlinder ouder, dan vervagen deze kleuren. De vleugels zijn wat gerimpeld en aan de achterkant gekarteld. Hierdoor lijkt de vlinder op een dor blaadje. Een mooiere manier om niet op te vallen kun je niet bedenken.</p>"
97635,24,"Vleugels tot 4,4 cm. Rozerode achtervleugel met grote oogvlek, als het oog van een pauwenveer.",Schrikt rovers af door de ogen op zijn vleugels te laten zien.,"In natuurgebieden, parken en tuinen. Van eind april tot begin augustus.","<p><span class=""label"">Met een knipoog </span> Overdag rust de pauwoogpijlstaart uit op boomstammen. Hij heeft een schutkleur, dus je moet goed kijken om hem te ontdekken. Als je de vlinder verstoord wordt, beweegt hij snel zijn vleugels heen en weer. Plotseling kijken twee gemene ogen je aan. Even verandert de vlinder in een monster. Vogels schrikken van die grote, knipperende ogen en maken dat ze wegkomen. Ze lopen een lekker hapje mis. Mooi toch, dat je met nepogen je leven redt?</p>"
97636,24,"Vleugels tot 5,5 cm. Heel grote vlinder met opvallend zwart borststuk en lange, puntige vleugels die opgevouwen een driehoek vormen.",Rust overdag op boomstammen.,"In natuurgebieden, parken en tuinen. Van half mei tot begin september.","<p><span class=""label"">Vliegende mol </span>Rupsen van de ligusterpijlstaart vreten zich van juli tot begin november vol met bladeren. Daarna graven ze zich als een mol in de grond, diep genoeg om niet te bevriezen. Onder de grond verpoppen ze en brengen ze de winter door. In het voorjaar verandert de pop in een vlinder. Die moet zich weer door de grond wurmen. Als hij boven is, pompt hij zijn vleugels op en vliegt weg. Hij gaat op zoek naar een partner om mee te paren. Soms komt de vlinder pas een jaar later uit en heeft hij dus anderhalf jaar in de grond doorgebracht.</p>"
97637,24,"Vleugels 2,3 cm groot. Helemaal wit met kleine zwarte vlekjes. Donsharig borststuk. Sprieten en ‘voeten’ donker.",Kromt zijn achterlijf als hij bedreigd wordt.,"In natuurgebieden, parken en tuinen. Van begin mei tot eind juli.","<p><span class=""label"">Tentje </span>De witte tijger heeft zijn vleugels niet plat gevouwen, maar in de vorm van een dakje. Handig als het regent, want druppels glijden snel van zijn lichaam. Zo wordt hij niet nat. Vanwege zijn witte haren en zwarte vlekken lijkt de vlinder een beetje op een tijger. Valt een vogel hem aan, dan kromt hij zijn achterlijf. Hij doet alsof hij dood is. De vogel raakt in verwarring en laat de vlinder met rust.</p>"
97638,24,"Vleugels tot 1,8 cm, roombruin, bezaaid met veel kleine bruine tot roze spikkels. Rozerode tot roodbruine lijn dwars over de vleugels. Achtervleugels eindigen in een punt.",Is een nachtvlinder die overdag vliegt.,"In natuurgebieden, parken en tuinen. Van begin mei tot eind september.","<p><span class=""label"">Glimlach </span> Er is in Nederland geen andere vlinder die zo uitbundig gespikkeld is. In de loop van het jaar worden verschillende generaties lieveling geboren. Exemplaren van de eerste generatie zijn groter dan die van de tweede generatie; vlinders van de derde generatie zijn witter met een grovere spikkeling. De soort is echter altijd te herkennen aan de rozerode of roodachtig bruine lijn die over de vleugels loopt. Hij lijkt een beetje op een mond die lief glimlacht. De glimlach deelt de vlinder als het ware in tweeën. Zo is de lieveling door zijn vijanden lastig als hele vlinder te herkennen.</p>"
97639,24,"Vleugels tot 1,6 cm groot. Grijswitte vleugels die lijken op korstmos of schors. Op de voorvleugel drie zwarte of donkergrijze vlakken.",Rust soms op bomen.,"In natuurgebieden, moestuinen en ruige plekken in de stad. Van begin april tot eind september.","<p><span class=""label"">Vliegend boomschors </span>De zwartbandspanner is perfect gecamoufleerd. Als hij op een boom zit, wordt hij een met de schors. De kleuren van de vleugels ontstaan niet door pigmenten, maar door iets anders: schubben. De vleugel is bezet met duizenden piepkleine schubjes die allemaal een andere grootte en vorm hebben. Daardoor kaatst elk schubje het licht dat erop valt anders terug. Zo ontstaat de indruk van kleur. Dit soort kleuren, die niet door pigmenten maar door vorm ontstaan, heten structuurkleuren.</p>"
97640,24,1 tot 2 cm. Slanke witte vlinder met zwarte stipjes op de vleugels en opvallende zwarte ogen. ,"Rupsen leven in groepen, volwassen vlinders alleen.","Vooral op bomen in natuurgebieden, maar ook in de stad. Voorjaar (rupsen), zomer en herfst (volwassen vlinders).","<p><span class=""label"">Bomen inpakken</span>Stippelmotvrouwtjes leggen veel eitjes. Als de rupsen uitkomen, vreten ze zich door het zachte binnenste van het blad. Tot ze zo groot zijn dat ze er niet meer in passen. Dan gaan ze óp het blad eten. Hebben ze het blad op, dan beginnen ze aan een nieuwe. Al snel zit er geen blad meer aan de boom. Met z’n allen vallen ze goed op. Daarom spinnen de rupsen één groot web waarin ze veilig zijn voor vogels. Ze maken zoveel spinsel dat ze hun boom helemaal inpakken. Daar gaat de boom niet dood van. Het volgende jaar zitten er gewoon weer nieuwe bladeren aan.</p>"
97641,24,"4 tot 9 mm. Poten, kop en achterlijf zwartrood, borststuk rood.",Maakt koepelnesten. Spuit mierenzuur als je te dichtbij komt.,"In bossen, bosranden en struwelen. Bijna altijd kan je mieren  op het nest zien lopen.","<p><span class=""label"">Mierenhoop</span> De grote mierenhopen in het bos, gemaakt van blaadjes, naalden en takjes en waarin duizenden mieren krioelen, die worden in Nederland gemaakt door bosmieren. De grote nestkoepels worden flink verdedigd. Komt een vijand te dichtbij, dan richten ze zich op, klaar om te bijten. Ook spuiten ze mierenzuur. Op je hand prikt dat een beetje. Op zonnige dagen in het vroege voorjaar zitten vaak grote aantallen werksters dicht opeen op de bovenkant van de mierenhoop. Ze zijn aan het zonnen! Ze warmen door de zonnestralen een paar graden op en lopen daarna weer het nest in. Zo vervoeren ze de warmte naar de nestkamers. Slim, want in een warme ruimte ontwikkelen de eieren en larven zich sneller.</p>"
97642,24,"5 tot 6 mm. Zwartglanzend lichaam. Brede, hartvormige kop.",Melkt bladluizen in bomen.,Bij niet te koud of te warm weer komen de mieren uit het nest. Nesten worden in boomstammen of stronken gemaakt en heel soms in houten vloeren van een huis.,"<p><span class=""label"">Luizenmelkers</span> Glanzende houtmieren melken bladluizen.  De bladluizen geven alleen geen melk, maar een zoete vloeistof die honingdauw genoemd wordt. Omdat bladluizen plantensappen drinken en dan vaak teveel suikers binnenkrijgen, poepen ze het teveel aan suikers uit als zoete druppels. De mieren likken deze zoete traktatie op. Ze stimuleren de bladluizen met hun sprieten om de lekkere honingdauw af te geven. In ruil daarvoor beschermen zij de bladluizen tegen roofdieren, zoals lieveheersbeestjes. Het achterlijf van de werksters die van de bladluizenboom naar huis terugkeren is duidelijk gezwollen door de gesnoepte honingdauw. Hierdoor is aan de werksters in een drukke mierenstraat goed te zien in welke richting het nest zich bevindt.</p>"
97643,24,"2 tot 5 mm. Zwart lijf, niet glanzend door vele haartjes.",Loopt vaak over het tuinterras en de stoep.,"Allerlei plekken, vaak onder stoeptegels. Mierennesten zijn altijd bewoond maar alleen bij niet te koud of te warm weer komen de mieren boven de grond.","<p><span class=""label"">Koningin op de stoep</span> Op sommige warme voorjaars- of zomerdagen stijgen duizenden vliegende mieren in wolken de lucht in. Ze worden door de werksters uit het nest naar buiten gejaagd, klimmen in grassprieten en stijgen op. Zulke ‘bruidsvluchten’ worden alleen gemaakt door mannetjes en koninginnen. In de lucht paren ze met elkaar. Al die vliegende mieren trekken de aandacht van vogels die van deze vliegende ‘snacks’ komen profiteren, zoals spreeuwen en kokmeeuwen. Na de paring sterven de mannetjes, terwijl de koninginnen landen, hun vleugels afwerpen en op zoek gaan naar een geschikte plek om een nieuw nest te stichten. Op de stoep zie je dan gedurende enkele uren grote aantallen ongevleugelde koninginnen lopen.</p>"
97644,24,4 tot 7 mm. Roodachtig lichaam. Kop en borststuk met ribbels.,Scharrelt met meerdere rondom een nest. Steekt soms.,"Bossen, parken en soms in tuinen. Zowel in de zon als in de schaduw. Bij niet te koud of te warm komen mieren bovengronds.","<p><span class=""label"">Prikmier</span> Nesten van steekmieren vind je in het gras, in dood hout of onder stenen. De kolonies van de meeste soorten steekmieren zijn, in vergelijking met sommige andere mieren, niet heel groot. Er wonen meestal een paar honderd tot een paar duizend werksters in. Met zijn allen staan ze sterk en verdedigen succesvol hun nest. Als je de fout maakt bovenop zo’n nest te gaan zitten, dan word je pijnlijk gestoken! De werkstermieren zoeken in hun eentje naar voedsel. Ze verzamelen dode insecten of vangen levende. Zoetigheid lusten ze ook wel. Ze bezoeken bladluizen, die zoete druppels honingdauw uitscheiden, of bloemen met nectar.</p>"
97645,24,"Tot 11 cm. Goudoranje ogen. Compact lichaam met korte poten. Huid droog en wrattig. Rug bruin, buik vlekkerig wit.",Smaakt vies door het gif dat hij met klieren (zijn ‘wratten’) uitscheidt.,"Tuinen, parken, poelen, sloten en meren. Beschutte plekjes. Hele jaar.","<p><span class=""label"">Liefde maakt blind</span> Vroeg in het voorjaar, op zwoele avonden en bij de juiste temperatuur en luchtvochtigheid, begint de massale voorjaarstrek van de gewone pad. De padden trekken dan van land naar het water waar ze zich voortplanten. De mannetjes gaan helemaal op in hun zoektocht naar een vrouwtje. Verblind door liefde klampen ze zich wel eens per ongeluk aan een ander mannetje vast. Die laat met een hard ‘urp…urp’ geluid weten dat er een vergissing gemaakt is. Niet alleen andere paddenmannen, zelfs andere amfibieën als groene en bruine kikker worden vaak het ‘slachtoffer’ van een verliefde paddenman! Wordt er eenmaal een vrouwtje gevonden, dan lift het mannetje meteen al een heel eind mee op haar rug.</p>"
97646,24,"Tot 14 cm. Ogen dicht bij elkaar. Groen tot bruin, vaak met donkere vlekken en lichtgroene rugstreep. Lichte buik. Mannetjes met kwaakblazen aan zijkanten van kop.",Zonnende kikkers plonzen vaak het water in als je langsloopt. ,In of vlakbij water. Eind maart tot oktober.,"<p><span class=""label"">Groene slokop</span> Groene kikkers eten allerlei dieren die niet te groot zijn, maar ook niet te klein om er moeite voor te doen. Ze houden van slakken, spinnen en libellenlarven. Vliegen, kevers en bijen vangen ze met hun tong zo uit de lucht. Zijn ze volwassen, en dus groter, dan kunnen ze ook grotere prooien eten. Onder water vangen ze vissen en salamanders en aan de waterkant loeren ze op muizen en vogelkuikens. Er wordt natuurlijk ook op hen geloerd: ooievaars en reigers zijn dol op een malse groene kikker. Voor slangen, vossen en waterspitsmuizen moeten ze ook uitkijken. En de kleine kikkervisjes? Die worden door heel veel dieren gegeten, soms zelfs door hun eigen familie!</p>"
97647,24,"Tot 11 cm. Slijmerige, gladde huid. Kleur bruin tot rood of groenachtig met vlekken. Donkerbruine, driehoekige vlek achter ogen.",Eet insecten en andere kleine diertjes. Mannetjes kwaken zachtjes in koren.,"In water, vochtige bossen, parken of tuinen. Hele jaar, paartijd in vroege voorjaar.","<p><span class=""label"">Knorkoor</span> ‘s Avonds in maart kan je in poelen en plassen mannetjes van de bruine kikker horen roepen in heuse kikkerkoren. Of roepen, voor ons klinkt het meer als gebrom en geknor! Het geluid is vrij zachtjes en draagt niet zo ver als het geroep van andere kikkers. Dat komt doordat de kwaakblazen bij de bruine kikker niet aan de buitenkant, maar binnenin de keel zitten. De vrouwtjes komen af op het geroep van de mannetjes. De eieren worden afgezet op warme, ondiepe plekken in het water. Grote klompen drijven dan op het wateroppervlak. In april en mei komen de kikkervisjes uit het ei. De volwassen bruine kikkers zijn dan alweer vertrokken naar beschutte plaatsen op het land.</p>"
97648,24,"Tot 11 cm. Buik wit, beige of lichtgeel met vlekken en oranjerode streep. Rug bruingrijs. In paartijd hebben mannetjes een kam op de rug.",Eet alle diertjes die hij kan doorslikken.,"Onder bladeren, hout, stenen, in bosjes, in water. Maart tot juli.","<p><span class=""label"">Parfumwaaier</span> Kleine watersalamanders trekken in februari en maart van land, waar ze overwinterd hebben, naar water om zich voort te planten. Vaak zijn dat ondiepe, zonnig gelegen sloten en poelen met veel waterplanten. De mannetjes vertrekken als eerste, vrouwtjes volgen een paar dagen of weken later. De trek gebeurt vooral ‘s nachts. Als een mannetje eenmaal in het water een vrouwtje ontmoet, maakt hij indruk op haar met zijn prachtige ‘rugkam’. Hij zwemt heel vaak voor haar langs om haar interesse te wekken. Wanneer dat werkt en het vrouwtje dichterbij komt, heeft hij nog een trucje. Op de waterbodem keert hij zijn zij naar het vrouwtje en wappert met zijn brede staart geurstoffen naar haar toe. Een bedwelmend parfum! </p>"
97649,24,"Tot 8 cm. Zwart (pad) of bruingroen, soms lichte stipjes (kikker). Met een staart en kieuwen en 0, 2 of 4 pootjes. ","Eet algen, planten, schimmels, afval en kleine diertjes.",In water in allerlei sloten en plassen. Eind maart tot in augustus.,"<p><span class=""label"">Klomp of kralenketting</span> Zie je klompen eitjes in het water, dan heb je met kikkereitjes te maken. Er zit veel slijm om de eitjes heen ter bescherming. Het slijm zwelt op door het water en soms groeit de eiklomp zelfs boven het water uit. Eiklompen van bruine kikkers drijven, die van groene kikkers niet. Slijmerige slierten met zwarte ‘kraaltjes’ zijn paddeneitjes. Net uitgekomen kikkervisjes zijn voor veel waterdieren een lekker hapje. Daarom blijven de kikkervisjes vaak dicht bij elkaar in lange zwermen. Vooral in ondiep water is dit goed te zien. Alle kikkervisjes volgen elkaar langs de oever in een dichte school. Wanneer een kikkervisje gewond raakt, scheidt hij stoffen af die zorgen dat de andere kikkervisjes weten: ‘wegwezen, gevaar!’</p>"
97650,24,"0,5 tot 4 cm. Lichtbruin, lange staart, pootjes en roodachtige kieuwen als waaier achter de kop.",Jaagt op prooien zoals watervlooien en muggenlarven.,"Sloten en poelen met veel waterplanten, ook tuinvijvers zonder vissen. In de zomer.","<p><span class=""label"">Vouwblaadjes</span> Het vrouwtje van de kleine watersalamander kleeft, net als vrouwtjes van veel andere salamandersoorten, elk eitje apart vast op een blaadje van een waterplant, zoals waterpest. Daarna vouwt ze dat blaadje secuur om het eitje heen. Doordat het eitje kleverig is blijft het goed zitten. Per dag zet het vrouwtje 7 tot 12 eitjes af. Ze is hier dagenlang mee bezig en uiteindelijk legt ze 100 tot 400 eieren! De larfjes komen na 1 tot 3 weken uit en hebben meteen al pootjes. Dat is handig, want ze jagen op allerlei andere beestjes en moeten dus snel kunnen zwemmen. Na 6 tot 10 weken groeien ze van larven tot jonge dieren. Na ongeveer 2 jaar zijn ze volwassen.</p>"
97651,24,"Zwart-witte rug en kop, onderzijde crèmewit. Onderstaart rood. Mannetje met rode vlek op achterkop.","Klimt langs boomstammen omhoog, trommelt op stam of tak.","In parken of grote tuinen, zolang er maar grote bomen zijn.","<p><span class=""label"">Insecten lijmen </span> Grote bonte spechten zijn helemaal aangepast aan het leven in bomen: ze hebben stevige poten met grote, scherpe nagels, waarmee ze zich goed aan boomschors kunnen vasthouden. Tijdens het klimmen steunen ze op hun middelste staartveren. Dit zijn de langste veren in de staart, zeer stijf en dus handig als standaard te gebruiken. Spechten kruipen met korte rukjes langs een boomstam omhoog of opzij en speuren naar insecten die zich op of in het hout bevinden. Als een grote bonte specht een insect in het hout hoort knagen, hakt hij een gaatje in de stam, precies waar de prooi zich bevindt. Dan steekt de specht zijn lange, kleverige tong in het gat en vist het insect eruit.</p>"
97652,24,"Tot 1,5 cm. Langwerpig lichaam met glanzende, grijze schubben. Heel lange antennen en drie lange sprieten aan het achterlijf. Borstelige haarpluimpjes aan zijkanten van achterlijf.",Schiet vliegensvlug weg als je het licht aandoet. Eet papier.,"Bijna elk huis, op warme, droge plaatsen. Hele jaar.","<p><span class=""label"">Boekenwurm </span> Papiervisjes zijn dol op droge plaatsen en papier. Heel veel papiervisjes in je huis zijn dus niet zo goed voor je boekenverzameling, maar er af en toe eentje tegenkomen is helemaal niet erg. De vezels in papier hebben genoeg voedingswaarde voor het papiervisje. Ook eet het papiervisje voedsel dat zetmeel bevat. Drinken hoeft hij niet per se, hij haalt het vocht dat hij nodig heeft gewoon uit de lucht. Papiervisjes komen niet graag op lichte plaatsen. Als je ’s ochtends het licht aandoet zie je er wel eens een wegschieten. Hij zoekt naar een nieuw verstopplekje, bijvoorbeeld tussen de bladzijden van een boek. Papiervisjes komen in huis door mee te liften met oude boeken en kleding, en oud papier.</p>"
97654,24,"10-11 mm. Pikzwart, met bruine poten.",Zit verborgen in  oeverplanten vlak onder het wateroppervlak. ,"In stilstaand, vaak troebel water met veel planten langs de oever. Ook in heel vervuild water. Hele jaar, minder in de winter, het late voorjaar en de vroege zomer.","<p><span class=""label"">Luchtbel </span> De gewone snelzwemmer is een van de algemeenste waterroofkevers van Nederland. De zwarte torren leven verborgen tussen de oeverplanten en overhangend gras. Hier vangen ze muggenlarven en andere kleine diertjes. Net als andere waterkevers moet een gewone snelzwemmer af en toe ademhalen. Dit doet hij door met zijn krachtige zwempoten snel naar het wateroppervlak te zwemmen en daar een luchtbel te halen. Dat betekent dat hij zijn veilige schuilplaats even moet verlaten en hij moet dus oppassen voor allerlei roofdieren die op de loer liggen. De luchtbel draagt hij aan de punt van zijn achterlijf. Zo zwemt de zwarte kever met zijn zilverkleurige bolletje weer terug naar zijn schuilplaats.</p>"
97657,24,"2-4,5 mm. Klein, bol, vorm van een waterdruppel. Meestal geelbruin. Geen zwempoten.","Beweegt zijn achterpoten afwisselend, alsof hij loopt. Onrustig en snel.","In allerlei wateren, het hele jaar. In de winter  verborgen op het land.","<p><span class=""label"">Drukke zwemmer </span> Watertreders zijn dan wel klein, maar het zijn drukke baasjes. Je ziet zo of je er eentje in een bakje gevangen hebt. Die is dan heel druk aan het bewegen. Watertreders hebben geen echte zwempoten. De poten worden afwisselend bewogen, waardoor het lijkt of ze lopen. Zo kruipen ze over waterplanten of de bodem, op zoek naar voedsel. Ze eten van planten, maar ook van dierlijk materiaal. De larven van watertreders eten alleen algen en wieren.</p>"
97659,24,8-11 mm. Bol lichaam. Borststuk zwart met gele streep. Achterlijf roodbruin met gele tekening. Lange poten.,Piept als hij wordt beetgepakt. Eet wormpjes.,"Stilstaand water met een modderbodem.  Hele jaar, verborgen in de winter.","<p><span class=""label"">Levend speelgoed </span> De pieptor is een van de leukste waterkevers van Nederland. De tweetonige piep of knor die deze kever maakt is zó hard, dat je vaak al van afstand kunt horen dat het dier in je schepnet zit. Meestal moet je toch nog flink naar hem zoeken tussen alle planten en modder. De pieptor wrijft het achterlijf tegen zijn dekschilden. Op de dekschilden zitten ribbeltjes en die maken het harde geluid.  Net als wanneer je je nagel over een kam haalt. Heel vroeger werden de dieren wel eens als kinderspeelgoed verkocht.</p>"
97660,24,"4-5 mm. Lichaam heel bol. Bovenkant donker roodbruin of zwartachtig. Onderkant, poten en voelsprieten lichter. ",Zwemt snel en beweegt zijn achterpoten dan tegelijkertijd.,"In allerlei poelen en plassen met planten. Hele jaar, verborgen in de winter.",
97661,24,"4-4,5 mm. Geel- tot oranjebruin gekleurd. Mannetjes met knotsjes aan de antennen. ",Zwemt snel.,"In begroeide sloten en plasjes. Hele jaar, verborgen in de winter.","<p><span class=""label"">Snoepje </span> In Nederland komen twee soorten zwemkevertjes voor. Ze lijken wel wat op elkaar met die bruine kleur van een Haags hopje. De larven van zwemkevertjes lijken op maden, maar ze hebben heel korte, dikke pootjes. Aan het uiteinde van elk pootje zit een klauwtje, waarmee ze makkelijk kunnen graven. Zo leven ze ingegraven tussen de wortels van waterplanten. Ze hoeven niet eens naar boven te zwemmen om lucht te happen, want waarom zou je moeilijk doen als je ook zuurstof uit een plantenstengel kunt halen? Met hun scherpe achterlijfspunt boren ze makkelijk een gaatje in een taaie stengel. Handig, zo’n rietje.</p>"
97662,24,"0,5-1,5 cm. Als een pissebed. Lichaam bruin en afgeplat met zeven paar lange poten. Kop met twee lichte stippen. ","Eet van alles en leeft in bijna alle zoet water, vuil of schoon. ",Stilstaand water. Hele jaar.,"<p><span class=""label"">Krachtpatsertje </span> Zoetwaterpissebedden vind je in bijna elk zoet water. Best raar, want ze lijken wel hulpeloos en ze worden gegeten door allerlei roofdieren, zoals libellenlarven, vissen en vlokreeften. Van alle kanten worden ze aangevallen! En toch vind je ze overal. Dat komt doordat ze enorm sterk zijn. De zoetwaterpissebed kan in zwaar vervuild water leven. Het maakt hem niet uit wat voor voedsel er is, want hij eet bijna alles: van dode dieren tot blaadjes of algen. Ook kan hij wel tegen een stootje. Als er bijvoorbeeld een paar van zijn poten worden opgegeten, dan groeien deze gewoon weer aan. En als zoetwaterpissebedden net geboren zijn worden ze door hun moeder beschermd. Zij draagt ze een tijdje rond in een broedbuidel.</p>"
97663,24,"2-3 mm. Klein ovaal, bruinig bolletje. Peer- of knotsvormig lichaam, eindigend in een gevorkte staart. Vrouwtjes die twee eierzakjes dragen zijn opvallend.",Zwemt schokkerig in een horizontale lijn.,In allerlei zoet water. Hele jaar.,"<p><span class=""label"">Springkampioen</span> Als alle dieren even groot zouden zijn zou het eenoogkreeftje het in een springwedstrijd makkelijk winnen van kangoeroes en kikkers. Hij kan tot 500 keer zijn eigen lichaamslengte springen! Dat is dan misschien maar een meter, maar voor een diertje van ongeveer 2 millimeter groot is dat ontzettend knap. Het is niet zomaar dat het eenoogkreeftje zo fantastisch kan springen. Hij moet altijd op zijn hoede zijn voor gevaar. Er zijn veel andere dieren die hem op het menu hebben staan. Eenoogkreeftjes schieten dus steeds hard vooruit, in een horizontale lijn. En dat met maar één (of zelfs geen) oog.</p>"
97664,24,"1-3 mm. Om het lichaam heen zit een dunne, tweekleppige schaal. Hierdoor lijkt hij wat op een mosseltje. ","Scharrelt op de bodem naar algen, kiezelwieren, bacteriën en het afval van planten en dieren.","In bijna alle wateren, van zout tot zoet. Hele jaar.","<p><span class=""label"">Skeletjes </span> Mosselkreeftjes bestaan al heel lang, miljoenen jaren. Ze leven in de waterbodem. Hier scharrelen ze rond op zoek naar algen, wieren, bacteriën en afval van planten en dieren. Soms leven er ontzettend veel mosselkreeftjes bij elkaar. Wanneer een mosselkreeftje uiteindelijk doodgaat, blijft de schaal die om zijn lichaam zit bewaard. Dat komt doordat daar kalk in zit. Heel veel van die kalkschaaltjes bij elkaar laten een soort afdruk achter in oude gesteentelagen. Onderzoekers kunnen zo bijvoorbeeld zien hoe op een plek het waterleven van heel vroeger eruit zag. </p>"
97665,24,"15-18 mm. Lichaam als een garnaal, en een beetje doorzichtig. Twee bolle ogen  op de kop. Aan het borststuk zitten gespleten poten (splijtpoten). ",Filtert zijn voedsel uit het water. ,"Grote plassen, meren en kanalen.  Hele jaar.",
